Bank_Quarter,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
1,641,France,Female,53,5,123835.52,2,non credit card holder,Active Member,160110.65,Retain
2,624,France,Male,51,6,123401.43,2,credit card holder,Active Member,127825.25,Retain
2,579,Germany,Male,49,6,169377.31,1,credit card holder,Active Member,123535.05,Retain
3,698,France,Male,38,4,130015.24,1,credit card holder,Active Member,41595.3,Retain
3,645,France,Male,32,7,0.0,2,non credit card holder,Active Member,97628.08,Retain
3,691,France,Male,34,6,133936.04,2,credit card holder,Inactive Member,91359.79,Retain
4,638,France,Male,34,5,114543.27,1,credit card holder,Active Member,97755.29,Retain
3,705,France,Female,31,5,119794.67,1,non credit card holder,Inactive Member,182528.44,Retain
3,720,France,Male,33,5,0.0,2,credit card holder,Active Member,142956.48,Retain
4,553,Spain,Male,44,4,0.0,1,credit card holder,Inactive Member,10789.3,Retain
2,658,France,Female,29,4,0.0,2,non credit card holder,Active Member,130461.09,Retain
4,648,Germany,Female,32,3,157138.99,3,credit card holder,Inactive Member,190994.48,Exit
4,636,Spain,Male,45,4,0.0,2,credit card holder,Active Member,159463.8,Retain
1,527,Germany,Female,41,5,136733.24,1,credit card holder,Active Member,57589.29,Retain
1,717,Germany,Female,28,6,82498.14,2,non credit card holder,Inactive Member,40437.67,Retain
4,614,Spain,Male,39,4,151914.93,1,non credit card holder,Inactive Member,56459.45,Retain
3,737,France,Male,43,4,80090.93,1,credit card holder,Inactive Member,39920.0,Exit
2,587,Spain,Male,51,5,83739.32,1,non credit card holder,Active Member,148798.45,Retain
4,682,France,Female,35,3,181166.44,1,credit card holder,Active Member,63737.19,Exit
3,710,France,Male,38,7,130588.82,1,credit card holder,Active Member,154997.64,Retain
2,507,France,Male,42,6,0.0,2,credit card holder,Inactive Member,34777.23,Retain
2,609,Germany,Male,33,5,94126.67,1,non credit card holder,Inactive Member,93718.16,Retain
3,786,France,Male,32,6,0.0,2,credit card holder,Inactive Member,133112.41,Retain
4,688,France,Male,38,5,148045.68,1,credit card holder,Inactive Member,175479.92,Exit
4,710,France,Male,38,3,0.0,2,credit card holder,Inactive Member,96.27,Retain
3,779,Spain,Male,33,7,0.0,2,credit card holder,Inactive Member,30804.68,Retain
3,733,France,Female,44,5,168165.84,1,non credit card holder,Active Member,197193.49,Retain
2,583,Germany,Female,26,4,72835.56,2,credit card holder,Inactive Member,96792.15,Retain
4,627,France,Male,41,3,0.0,2,credit card holder,Inactive Member,132719.8,Retain
2,666,Germany,Male,31,6,123212.08,2,credit card holder,Active Member,112157.31,Retain
3,620,Spain,Male,38,4,0.0,2,credit card holder,Active Member,38015.34,Retain
2,614,Spain,Female,39,7,0.0,2,credit card holder,Active Member,164018.98,Retain
4,606,France,Male,40,6,119501.88,2,credit card holder,Inactive Member,46774.94,Retain
3,700,Germany,Female,39,6,144550.83,2,credit card holder,Active Member,189664.43,Retain
3,677,Germany,Male,34,4,126729.41,1,credit card holder,Active Member,26106.39,Exit
4,850,Germany,Male,36,3,119984.07,1,credit card holder,Inactive Member,191535.11,Exit
3,564,France,Male,35,6,0.0,1,credit card holder,Inactive Member,158937.55,Retain
2,771,Spain,Female,56,6,0.0,1,credit card holder,Active Member,25222.6,Exit
2,620,Spain,Male,42,5,121490.05,1,credit card holder,Active Member,29296.74,Retain
4,610,Spain,Male,46,3,91897.8,1,credit card holder,Inactive Member,54394.28,Retain
3,609,Spain,Male,39,6,139443.75,2,credit card holder,Inactive Member,9234.06,Retain
2,683,Germany,Male,35,5,144961.97,1,non credit card holder,Active Member,26796.73,Retain
4,633,Germany,Male,42,5,126041.02,1,non credit card holder,Active Member,11796.89,Retain
2,676,Germany,Male,28,4,69459.05,2,credit card holder,Active Member,128461.29,Retain
4,693,France,Male,38,3,198338.77,2,credit card holder,Active Member,14278.18,Retain
2,709,France,Male,36,4,0.0,2,credit card holder,Inactive Member,46811.77,Retain
1,569,Germany,Male,35,5,109196.66,3,credit card holder,Inactive Member,109393.19,Exit
2,684,Spain,Female,38,4,134168.5,3,credit card holder,Inactive Member,3966.5,Exit
2,565,France,Male,34,7,0.0,1,credit card holder,Active Member,63173.64,Retain
2,681,France,Male,29,5,0.0,1,credit card holder,Inactive Member,66367.33,Retain
4,503,Spain,Female,36,3,0.0,2,credit card holder,Active Member,16274.67,Retain
4,656,France,Male,40,3,0.0,2,credit card holder,Active Member,180553.48,Retain
1,566,Germany,Male,65,5,120100.41,1,credit card holder,Inactive Member,107563.16,Exit
3,592,France,Female,62,7,0.0,1,credit card holder,Active Member,100941.57,Retain
4,687,Spain,Female,50,4,0.0,2,credit card holder,Inactive Member,110230.4,Retain
4,686,Spain,Male,22,5,0.0,2,non credit card holder,Inactive Member,142331.85,Retain
3,616,Spain,Male,30,4,0.0,2,credit card holder,Inactive Member,199099.51,Retain
1,494,Spain,Male,67,6,0.0,2,credit card holder,Active Member,85890.16,Retain
3,534,France,Male,38,6,0.0,1,non credit card holder,Inactive Member,143938.27,Retain
4,695,Spain,Female,31,6,0.0,2,non credit card holder,Active Member,131644.41,Retain
3,579,Spain,Female,31,4,0.0,2,credit card holder,Inactive Member,112395.98,Retain
4,432,Germany,Male,38,3,135559.8,2,credit card holder,Active Member,71856.3,Retain
4,816,Germany,Female,25,4,150355.35,2,credit card holder,Active Member,35770.84,Retain
2,730,France,Female,37,6,0.0,2,credit card holder,Active Member,124364.63,Retain
2,593,France,Female,35,5,133489.12,2,credit card holder,Active Member,78101.29,Retain
3,715,Germany,Female,37,5,105489.31,1,non credit card holder,Inactive Member,143096.49,Exit
4,775,Germany,Male,25,4,60205.2,2,credit card holder,Inactive Member,14073.11,Retain
2,539,France,Male,38,4,0.0,2,credit card holder,Inactive Member,47388.41,Retain
4,576,Spain,Male,19,3,0.0,2,non credit card holder,Inactive Member,72306.07,Retain
4,617,Spain,Male,50,6,0.0,1,credit card holder,Inactive Member,184839.7,Exit
3,688,France,Male,40,7,0.0,1,credit card holder,Active Member,47886.44,Retain
4,608,France,Male,33,4,0.0,1,non credit card holder,Active Member,130474.03,Retain
3,597,Spain,Male,35,6,0.0,3,non credit card holder,Active Member,73181.39,Exit
4,670,France,Female,42,6,112333.63,1,credit card holder,Active Member,65706.86,Retain
4,616,Germany,Female,57,4,116936.81,1,credit card holder,Active Member,104379.36,Retain
3,579,Germany,Female,50,4,117721.02,1,non credit card holder,Active Member,192146.63,Exit
4,786,France,Male,37,3,165896.22,2,credit card holder,Active Member,66977.68,Retain
4,704,Spain,Female,44,4,153656.85,1,credit card holder,Inactive Member,158742.81,Retain
2,796,France,Female,50,5,94164.0,1,credit card holder,Active Member,189414.74,Retain
3,598,Spain,Male,39,7,0.0,2,credit card holder,Inactive Member,159130.32,Retain
4,602,France,Male,49,4,191808.73,1,non credit card holder,Inactive Member,97640.2,Retain
4,619,France,Male,58,6,152199.33,1,credit card holder,Active Member,86022.09,Retain
1,492,Germany,Female,52,7,125396.24,1,credit card holder,Inactive Member,10014.72,Exit
3,641,Germany,Male,41,5,104405.54,3,credit card holder,Inactive Member,17384.21,Retain
3,518,France,Female,27,4,133801.49,1,credit card holder,Active Member,143315.57,Retain
4,623,Spain,Female,40,3,0.0,3,credit card holder,Inactive Member,31669.18,Retain
4,733,France,Female,28,4,0.0,2,non credit card holder,Inactive Member,12761.16,Retain
4,625,Germany,Male,42,4,100047.33,1,credit card holder,Inactive Member,93429.95,Retain
4,759,France,Female,31,4,109848.6,1,credit card holder,Active Member,42012.55,Retain
1,604,France,Female,32,4,127849.38,1,credit card holder,Inactive Member,15798.7,Retain
1,512,Spain,Female,46,4,0.0,2,credit card holder,Active Member,56408.14,Retain
3,520,France,Female,29,4,95947.76,1,credit card holder,Inactive Member,4696.44,Retain
3,805,Spain,Male,26,3,0.0,2,credit card holder,Active Member,25042.1,Retain
2,626,France,Male,43,6,137638.69,1,credit card holder,Inactive Member,130442.08,Exit
3,656,France,Male,38,7,0.0,1,credit card holder,Active Member,136521.82,Retain
4,785,Spain,Male,41,4,0.0,2,credit card holder,Active Member,199108.88,Retain
2,553,France,Male,31,7,0.0,2,non credit card holder,Inactive Member,124596.63,Retain
4,569,France,Female,44,3,0.0,2,non credit card holder,Inactive Member,134394.78,Retain
2,670,France,Male,38,7,89416.99,1,non credit card holder,Inactive Member,144275.39,Retain
3,586,Spain,Male,42,3,0.0,2,credit card holder,Active Member,123410.23,Retain
1,617,Spain,Female,45,6,0.0,1,credit card holder,Inactive Member,143298.06,Retain
3,508,France,Female,60,7,143262.04,1,credit card holder,Active Member,129562.74,Retain
1,624,Spain,Female,35,6,119656.45,2,credit card holder,Active Member,4595.05,Retain
1,654,France,Male,29,7,132954.64,1,credit card holder,Active Member,146715.07,Retain
4,681,Germany,Female,44,5,105206.7,2,credit card holder,Active Member,163558.36,Retain
1,578,Spain,Male,28,4,0.0,2,non credit card holder,Inactive Member,6947.09,Retain
4,621,Spain,Female,37,6,83061.26,2,credit card holder,Inactive Member,9170.54,Retain
1,632,France,Male,40,6,147650.68,1,credit card holder,Active Member,199674.83,Retain
2,644,France,Male,44,4,73348.56,1,credit card holder,Inactive Member,157166.79,Exit
4,821,France,Male,28,4,0.0,2,credit card holder,Inactive Member,46072.52,Retain
1,754,France,Female,38,5,0.0,2,non credit card holder,Inactive Member,3524.69,Retain
2,568,Spain,Female,27,4,116320.68,1,non credit card holder,Active Member,45563.94,Retain
4,584,France,Male,33,3,0.0,2,non credit card holder,Active Member,59103.13,Retain
3,549,France,Female,29,5,0.0,2,credit card holder,Active Member,189558.44,Retain
3,729,France,Female,38,4,0.0,2,non credit card holder,Inactive Member,45779.9,Retain
3,523,France,Male,61,3,66250.71,1,credit card holder,Active Member,21859.06,Retain
4,477,Germany,Female,24,3,95675.62,2,non credit card holder,Inactive Member,162699.7,Exit
3,675,Germany,Male,42,5,92616.64,2,credit card holder,Inactive Member,8567.18,Retain
1,782,Spain,Female,41,5,0.0,1,credit card holder,Inactive Member,132943.88,Retain
3,616,Spain,Female,36,5,0.0,1,credit card holder,Active Member,12916.32,Exit
3,738,Spain,Female,37,4,100565.94,1,credit card holder,Active Member,128799.86,Retain
4,717,Spain,Female,42,3,190305.78,1,credit card holder,Inactive Member,99347.8,Exit
4,526,Germany,Female,35,6,118536.4,1,credit card holder,Inactive Member,40980.87,Exit
2,660,France,Male,19,5,127649.64,1,credit card holder,Active Member,40368.65,Retain
4,525,France,Male,35,3,165358.77,1,non credit card holder,Active Member,94738.54,Retain
2,629,Spain,Male,29,7,0.0,2,credit card holder,Active Member,88842.8,Retain
2,616,Germany,Female,36,7,78249.53,1,credit card holder,Inactive Member,136934.91,Retain
3,521,Germany,Female,61,7,125193.96,1,credit card holder,Active Member,109356.53,Retain
4,691,France,Female,29,5,0.0,2,non credit card holder,Inactive Member,199635.93,Retain
4,687,Germany,Female,41,5,154007.21,1,credit card holder,Inactive Member,158408.23,Retain
2,677,Spain,Female,43,4,133214.88,2,credit card holder,Active Member,95936.84,Retain
2,695,Spain,Male,63,4,146202.93,1,credit card holder,Active Member,126688.83,Exit
3,663,France,Female,27,4,0.0,2,credit card holder,Inactive Member,150850.29,Retain
4,496,France,Male,30,3,90963.49,1,non credit card holder,Active Member,27802.0,Retain
2,747,Spain,Male,41,5,0.0,1,credit card holder,Inactive Member,32430.94,Exit
3,546,France,Female,52,6,0.0,1,credit card holder,Inactive Member,137332.37,Exit
1,706,Spain,Male,68,5,114386.85,1,credit card holder,Active Member,28601.68,Retain
4,472,France,Female,26,4,0.0,2,credit card holder,Inactive Member,108411.66,Retain
4,703,France,Female,40,4,0.0,2,non credit card holder,Active Member,122518.5,Retain
4,850,France,Female,38,3,0.0,2,credit card holder,Inactive Member,9015.07,Retain
1,667,Spain,Male,71,6,137260.78,1,non credit card holder,Active Member,94433.08,Exit
3,559,France,Male,33,4,111060.05,2,credit card holder,Inactive Member,110371.84,Retain
3,636,Spain,Male,60,3,124447.73,1,credit card holder,Active Member,141364.62,Exit
2,672,France,Female,34,4,0.0,2,credit card holder,Active Member,16245.25,Retain
4,667,France,Male,42,6,0.0,1,non credit card holder,Active Member,108348.94,Exit
4,648,Germany,Male,33,6,135310.41,2,non credit card holder,Active Member,171668.2,Retain
4,497,France,Male,32,4,0.0,2,credit card holder,Inactive Member,67364.42,Retain
4,743,France,Female,73,5,0.0,2,non credit card holder,Active Member,107867.38,Retain
3,619,France,Male,29,5,0.0,2,credit card holder,Inactive Member,194310.1,Retain
4,639,Spain,Male,34,6,139393.19,2,non credit card holder,Inactive Member,33950.08,Retain
3,540,Spain,Male,28,4,0.0,2,non credit card holder,Inactive Member,197588.32,Retain
4,766,France,Female,26,4,104258.8,1,credit card holder,Active Member,428.23,Retain
2,749,France,Female,26,5,0.0,2,non credit card holder,Active Member,34948.77,Retain
4,655,Germany,Male,32,4,113447.01,1,credit card holder,Inactive Member,82084.3,Retain
4,630,France,Male,33,4,0.0,2,credit card holder,Inactive Member,64804.59,Retain
2,778,Germany,Female,33,7,111063.73,2,credit card holder,Inactive Member,83556.65,Retain
1,757,Germany,Female,30,5,161378.02,1,non credit card holder,Inactive Member,71926.28,Exit
1,529,Spain,Female,39,5,82766.43,1,credit card holder,Active Member,122925.44,Retain
4,620,Spain,Male,29,4,0.0,2,credit card holder,Inactive Member,13133.88,Retain
3,615,France,Female,61,6,104267.7,1,credit card holder,Inactive Member,62845.64,Exit
3,735,France,Female,25,5,91718.8,1,non credit card holder,Inactive Member,28411.23,Retain
4,705,Spain,Female,47,3,63488.7,1,non credit card holder,Active Member,28640.92,Exit
3,644,Spain,Female,46,4,12459.19,1,non credit card holder,Inactive Member,156787.34,Exit
1,505,Germany,Female,37,4,159863.9,2,non credit card holder,Active Member,125307.87,Retain
2,471,Germany,Male,23,7,104592.55,2,credit card holder,Inactive Member,131736.23,Retain
3,722,Spain,Female,50,7,132088.59,1,credit card holder,Active Member,128262.14,Retain
4,577,Spain,Female,39,3,0.0,2,credit card holder,Inactive Member,91366.42,Retain
4,744,Spain,Male,44,3,120654.68,1,credit card holder,Inactive Member,82290.81,Retain
2,573,France,Female,30,4,0.0,2,credit card holder,Inactive Member,66190.21,Retain
4,653,France,Female,32,3,83772.95,1,non credit card holder,Active Member,23920.65,Retain
4,660,France,Female,31,4,172325.67,1,non credit card holder,Active Member,45438.38,Retain
1,787,France,Male,46,6,117685.31,2,credit card holder,Active Member,93360.35,Retain
3,617,France,Male,41,4,0.0,2,non credit card holder,Active Member,14496.67,Retain
2,567,France,Male,39,7,0.0,2,non credit card holder,Inactive Member,168521.72,Retain
4,682,Spain,Female,64,6,0.0,2,credit card holder,Active Member,103318.44,Retain
4,684,France,Male,35,3,135871.5,1,credit card holder,Active Member,87219.41,Retain
4,447,France,Male,41,5,0.0,4,credit card holder,Active Member,197490.39,Exit
4,625,Germany,Female,49,4,128504.76,1,credit card holder,Inactive Member,126812.63,Exit
1,585,France,Male,36,6,0.0,2,credit card holder,Inactive Member,94283.09,Retain
3,516,France,Female,42,6,56228.25,1,credit card holder,Inactive Member,46857.52,Retain
4,732,Germany,Female,45,4,98792.4,1,credit card holder,Inactive Member,81491.7,Exit
4,628,Germany,Male,40,5,181768.32,2,credit card holder,Active Member,129107.97,Retain
4,682,Spain,Female,48,3,101198.01,1,credit card holder,Active Member,49732.9,Retain
4,746,France,Male,25,3,0.0,2,non credit card holder,Active Member,88728.47,Retain
3,655,France,Female,60,6,0.0,2,credit card holder,Active Member,86981.45,Retain
3,644,France,Female,39,6,0.0,1,credit card holder,Inactive Member,3740.93,Retain
4,778,France,Male,34,5,139064.06,2,non credit card holder,Inactive Member,67949.32,Retain
2,617,France,Female,35,5,104508.1,1,credit card holder,Active Member,147636.46,Retain
2,660,Germany,Male,35,5,113948.58,1,credit card holder,Inactive Member,188891.96,Exit
4,537,France,Male,47,4,0.0,2,non credit card holder,Active Member,25482.62,Retain
4,554,France,Female,39,4,0.0,2,credit card holder,Active Member,18391.93,Retain
1,806,France,Male,31,4,0.0,2,non credit card holder,Active Member,140168.36,Retain
2,611,Germany,Male,37,4,117524.72,2,non credit card holder,Active Member,161064.29,Retain
4,665,France,Female,37,3,160389.82,1,non credit card holder,Active Member,183542.08,Retain
4,648,France,Female,37,3,0.0,2,credit card holder,Inactive Member,194238.92,Retain
4,692,France,Male,27,3,125547.53,1,non credit card holder,Inactive Member,7900.46,Retain
3,507,Spain,Male,46,4,92783.68,1,credit card holder,Active Member,51424.29,Retain
4,696,Germany,Male,49,3,97036.22,2,credit card holder,Inactive Member,152450.84,Exit
4,681,France,Male,34,3,0.0,2,non credit card holder,Inactive Member,55816.2,Retain
2,687,France,Female,26,4,0.0,2,credit card holder,Active Member,32909.13,Retain
3,641,Spain,Male,40,3,102145.13,1,credit card holder,Active Member,100637.07,Retain
3,507,France,Female,33,4,113452.66,1,non credit card holder,Inactive Member,142911.99,Retain
1,688,Spain,Female,46,7,155681.72,1,credit card holder,Inactive Member,26287.21,Retain
